Categoria,Ragione Sociale,Indirizzo,CAP,Città,Prov,Regione,Telefono,Fax,E-mail
Alberghi,Villa Cristina,Località La Pila,57034,Campo Nell'elba,LI,Toscana,0565976483,,villacristina@elbalink.it
Alberghi,Villa Ottone,Località Ottone 5,57037,Portoferraio,LI,Toscana,0565933042,0565933257,hotel@villaottone.com
Alberghi,Paris,Viale Colombo 281,55041,Lido di Camaiore,LU,Toscana,0584619601,,zambelli@hotelparistoscana.it
Alberghi,Hotel Borgo,Via Roma 191,50028,Tavarnelle Val di Pesa,FI,Toscana,0558073333,0558076707,info@borgodicortefreda.com
Alberghi,Ac Hotel Arezzo,Via Einstein 4,52100,Arezzo,AR,Toscana,0575382287,0575382982,acarezzo@ac-hotels.com
Alberghi,Villaggio Turistico La Valdana,Località Valdana,57037,Portoferraio,LI,Toscana,0565940016,,lavaldana@elbalink.it
Alberghi,Wall Art Hotel,P.le Della Repubblica 39603,59100,Prato,PO,Toscana,,,info@wallart.it
Alberghi,Hotel Bella 'mbriana Charme e Relax,Via Marconi 12,58022,Follonica,GR,Toscana,056648951,056643168,info@hotelfollonica.it
Alberghi,Hotel Massarelli,Via Macerina 34,53042,Chianciano Terme,SI,Toscana,,057864075,info@hotelmassarelli.it
Alberghi,Art Hotel Mirò,Via Degli Olmi 7,50041,Calenzano,FI,Toscana,055886671,0558866880,info@arthotel-miro.it
Alberghi,Hotel Rispescia,Via Della Costituzione 6,58010,Rispescia,GR,Toscana,0564405309,0564405735,info@albergorispescia.com
Alberghi,Park Hotel Villa Cesi,Via Terre Bianche 1,50023,Impruneta,FI,Toscana,055231101,0552011377,info@villacesi.it
Alberghi,Hotel di Stefano,Via S. Apollonia 35/37,56127,Pisa,PI,Toscana,050553559,050556038,hds@email.it
Alberghi,Flora,Via Del Mare 26,57020,Bibbona,LI,Toscana,0586602612,0586602612,info@florahotel.eu
Alberghi,Belmare,Località patresi,57030,Marciana,LI,Toscana,0565908067,0565908312,info@hotelbelmare.it
Alberghi,Settebello,Viale Della Vittoria 91,57023,Cecina,LI,Toscana,0586621290,0586621290,info@hotelilsettebello.com
Alberghi,Hotel Stella Del Mare,Via Leonardo Da Vinci 14,55103,Viareggio,LU,Toscana,0584962353,0584434591,silviaagostini@hotmail.com
Alberghi,Albergo Rossella,Via Bandiera Fratelli 18,58043,Castiglione Della Pescaia,GR,Toscana,0564933832,0564933832,info@albergorossella.it
Alberghi,Hotel Residence Gloria,Via Delle Saline 18,51016,Montecatini Terme,PT,Toscana,0572910033,0572503530,info@residencegloria.it
Alberghi,Hotel La Bussola,Via Del Romito 55,50134,Firenze,FI,Toscana,0554630732,055488039,labussola55@virgilio.it
Alberghi,Oliver Hotel,Via Della Battaglia 2,52031,Anghiari,AR,Toscana,0575789933,0575789944,info@oliverhotel.it
Alberghi,Hotel Dei Tigli,Via Roma 222,55041,Lido di Camaiore,LU,Toscana,0584619616,0584618748,info@hoteldeitigli.it
Alberghi,Villa Ariston,Via Colombo 355,55041,Camaiore,LU,Toscana,0584610633,0584610631,info@villaariston.it
Alberghi,Grand Hotel Royal,Viale Carducci 44,55049,Viareggio,LU,Toscana,058445151,058431438,info@hotelroyalviareggio.it
Alberghi,Hotel Villa Ricci,Viale G. di Vittorio 51,53042,Chianciano Terme,SI,Toscana,057863906,057863660,info@hotelvillaricci.it
Alberghi,Ristorante Hotel Minerva,Via Fiorentina 4,52100,Arezzo,AR,Toscana,0575370390,0575302415,info@ristoranteminerva.it
Alberghi,Hotel Tirrenia,Piazza Indipendenza 11,53042,Chianciano Terme,SI,Toscana,,057863958,info@hoteltirrenia.it
Alberghi,Bellavista,Via Montalbano 61,51035,Lamporecchio,PT,Toscana,057388014,057388376,info@albergo-bellavista.com
Alberghi,Albergo Calidario,Via Del Bottaccio 40,57021,Campiglia Marittima,LI,Toscana,0565 851504,0565 858595,massimo@calidario.it
Alberghi,Hotel Ciritorno,Via Quattro Novembre 6,57027,San Vincenzo,LI,Toscana,0565704664,0565704906,info@hotelciritorno.com
Alberghi,B & B Manuela,Via G. Dalle Bande Nere 1,50126,Firenze,FI,Toscana,0556815091,,manuelarini@virgilio.it
Alberghi,Villa San Giovanni,Località S.giovanni 102,57037,Portoferraio,LI,Toscana,0565914460,,info@hotelvillasangiovanni.com
Alberghi,Villa Casalecchi,Località Casalecchi,53011,Castellina In Chianti,SI,Toscana,0577740240,0577741111,info@villacasalecchi.it
Alberghi,Corys Hotel,Località Torreone 6,52044,Cortona,AR,Toscana,0575605149,,info@corys.it
Alberghi,La Rocca Residence,Via G. Matteotti 13,52046,Lucignano,AR,Toscana,0575836175,0575836175,info@residencelarocca.com
Alberghi,Righetti Carolina,Via Cravilla 50,54026,Mulazzo,MS,Toscana,0187850013,0187850509,hotellapineta@libero.it
Alberghi,Hotel Sole e Mare,Viale Pistelli 72,55041,Lido di Camaiore,LU,Toscana,0584617063,0584618411,solemare2002@yahoo.it
Alberghi,Atlantico,Via Martelli D. 12,57016,Castiglioncello,LI,Toscana,0586752440,,info@hotelatlantico.it
Alberghi,Hotel Astoria,Via Mazzini 33,55051,Viareggio,LU,Toscana,058431153,058445925,info@astoriaviareggio.it
Alberghi,Villa Liberty,Viale Michelangiolo 40,50142,Firenze,FI,Toscana,0556810581,0556812595,info@hotelvillaliberty.it
Alberghi,Residenza D'epoca La Costa,Via Coppoli 15/19/25,53040,Montefollonico,SI,Toscana,0577669488,0577668800,info@lacosta.it
Alberghi,Hotel Palace,Via Pier Della Francesca 71,59100,Prato,PO,Toscana,,0574567267,info@palaceprato.it
Alberghi,Hotel Il Grifo,Via Milazzo 19/21,53040,Montepulciano Stazione,SI,Toscana,0578738702,0578738408,info@hotelgrifo.it
Alberghi,Residence Antico Borgo di Tignano,Ponsano Casa Ab Tignano,56048,Volterra,PI,Toscana,,0588 35116,info@anticoborgotignano.com
Alberghi,Park Hotel Ripaverde Spa,Viale Giovanni Xxiii 36,50032,Borgo San Lorenzo,FI,Toscana,0558496003,0558459379,info@ripaverde.it
Alberghi,Villa Rosa,Località fanaletto,57036,Porto Azzurro,LI,Toscana,056595010,,info@hotelplaza-elba.com
Alberghi,Hotel Villa Mare,Via Del Mare 39/41,57030,Pomonte,LI,Toscana,0565906221,0565906222,info@elbavillamare.it
Alberghi,Villa Kinzica,Piazza Arcivescovado 2,56126,Pisa,PI,Toscana,050560419,,info@hotelvillakinzica.it
Alberghi,Hotel Relais Uffizi Srl,Chiasso Del Buco 16,50122,Firenze,FI,Toscana,0552676239,0552657909,info@relaisuffizi.it
Alberghi,Costa Verde,Via Ugo Foscolo 2,57016,Castiglioncello,LI,Toscana,0586752309,0586752309,info@albergocostaverde.it
Alberghi,Hotel Residence San Gregorio,Via Della Madonnina 4,53026,Pienza,SI,Toscana,,0578748354,info@sangregorioresidencehotel.it
Alberghi,Hotel Grappolo D'oro,Via Casone 36,55045,Pietrasanta,LU,Toscana,,0584799153,info@hotelgrappolodoro.it
Alberghi,Hotel Montemerlo - Isola D'elba,Località Fetovaia,57034,Marina di Campo,LI,Toscana,0565976682,0565976682,info@welcometoelba.com
Alberghi,Hotel Il Poliziano,Via Messina 6,53045,Montepulciano,SI,Toscana,,0578738069,info@poliziano.it
Alberghi,Bell'italia,Via Aurelia Km 342.7,56019,Vecchiano,PI,Toscana,050800811,050803315,reservation.pisamigliarino@hotelidea.it
Alberghi,Le Corti di Montepitti,Via Suveretana 232,57028,Suvereto,LI,Toscana,0565 843319,0565 843140,info@lecortidimontepitti.com
Alberghi,Laurus,Via Dè Cerretani 8,50123,Firenze,FI,Toscana,0552381752,055268308,laurus@vivahotels.com
Alberghi,Saint Claire,Via Aldo Moro,57033,Marciana Marina,LI,Toscana,056599100,,saintclaire@elbalink.it
Alberghi,Hotel Boston,Via Guelfa 68,50129,Firenze,FI,Toscana,055496747,055470934,info@hotelbostonfirenze.it
Alberghi,Unaway Hotel Montepulciano Ovest A1,Via Milazzo 19/21,53045,Montepulciano,SI,Toscana,0578738702,0578738408,una.montepulcianoovest@unawayhotels.it
Alberghi,Hotel Sangallo,Via Dei Fiori 30,53045,Sant'albino,SI,Toscana,0578798005,0578798005,info@albergosangallo.it
Alberghi,Da Giacomino,Località sant'andrea,57030,Marciana,LI,Toscana,0565908010,0565908294,info@hoteldagiacomino.it
Alberghi,Hotel Etrusconia,Via W. Della Gherardesca 2,57022,Castagneto Carducci,LI,Toscana,0565776897,0565776897,etrusconia@libero.it
Alberghi,Hotel Mediterraneo,Via Aurelia 25,57014,Collesalvetti,LI,Toscana,0586943067,0586943483,info@hmlivorno.it
Alberghi,Villaggio Boboba,Via Litoranea 5/7,56128,Marina di Pisa,PI,Toscana,0503114,05035926,info@boboba.it
Alberghi,Hotel D'azeglio - Pisa,,56100,Pisa,PI,Toscana,,,hoteldazeglio@pisaonline.it
Alberghi,Hotel Campaldino,Via Roma 95,52014,Poppi,AR,Toscana,0575529008,0575529032,info@campaldino.it
Alberghi,Giovanni Da Verrazzano,Piazza Matteotti 28,50022,Greve In Chianti,FI,Toscana,055853189,055853648,info@albergoverrazzano.it
Alberghi,Posta Del Chianti,Località Colonna Del Grillo 16,53019,Castelnuovo Berardenga,SI,Toscana,,,info@postadelchianti.it
Alberghi,Locanda S. Agata,Via Dell'abetone e Del Brennero Km 5+812,56017,San Giuliano Terme,PI,Toscana,050820328,050825974,info@locandasantagata.it
Alberghi,Royal,Via Ruote 53,50129,Firenze,FI,Toscana,055483287,,info@hotelroyalfirenze.it
Alberghi,Hotel Giulia,Lungomare Pistelli 77,55043,Lido di Camaiore,LU,Toscana,0584617518,0584617724,giuliahotel@tiscalinet.it
Alberghi,Hotel Residence Esplanade,Piazza Puccini 18,55084,Viareggio,LU,Toscana,058454321,058453638,info@hotelresidenceesplanade.it
Alberghi,Piccolo Hotel,Viale Morin 24,55042,Forte Dei Marmi,LU,Toscana,0584787433,,piccoloh@versilia.toscana.it
Alberghi,Hotel Delle Terme,Viale Delle Terme 36/40,57021,Venturina,LI,Toscana,0565856339,0565856339,info@hterme.it
Alberghi,Miramonti,Via Brennero 528,51021,Abetone,PT,Toscana,0573 60017,0573 60221,info@hotelmiramontiabetone.it
Alberghi,Hotel Acquarius,Via Mascagni 23,57034,Campo Nell'elba,LI,Toscana,0565976931,0565976932,info@hotelacquarius.it
Alberghi,Al Chicco di Grano,Meliciano Meliciano 32,52100,Arezzo,AR,Toscana,0575364480,,janice.white@tin.it
Alberghi,Hotel Alamanni,Via Alamanni 35,50123,Firenze,FI,Toscana,0552658409,0552658216,info@hotelalamanni.com
Alberghi,Verdemare,Via Cipro 27,55045,Marina di Pietrasanta,LU,Toscana,0584745871,,info@hotelverdemare.it
Alberghi,Soggiorno Pitti,P. Pitti 8,50125,Firenze,FI,Toscana,055295010,,info@soggiornopitti.com
Alberghi,Bisenzio,Via Confini 184,50013,Campi Bisenzio,FI,Toscana,0558951204,,info@hotelbisenzio.com
Alberghi,Nh G.h. Palazzo,Viale Italia 195,57128,Livorno,LI,Toscana,0586260836,0586806182,info@grandhotelpalazzo.it
Alberghi,Hotel Airone,Via Senese 10/35,58100,Grosseto,GR,Toscana,0564412441,0564418370,info@hotelairone.eu
Alberghi,Hotel Giovanna,Via Cavallotti 126,51016,Montecatini Terme,PT,Toscana,057278935,0572770302,info@hotelgiovanna.com
Alberghi,Grifone Srl,Via G. Pilati 20-22,50136,Firenze,FI,Toscana,055626300,055677628,info@hotelgrifonefirenze.com
Alberghi,Hotel San Martino,Via Della Dogana 9,55100,Lucca,LU,Toscana,,,albergosanmartino@albergosanmartino.it
Alberghi,Hotel Basilea,Via Guelfa 41,50129,Firenze,FI,Toscana,055214587,055268350,basilea@florenceitaly.net
Alberghi,Inpiazzadellasignoria Srl,Via Magazzini 2,50122,Firenze,FI,Toscana,0552399546,,info@inpiazzadellasignoria.it
Alberghi,Residence Isola Verde,Via Bargagna 44,56124,Pisa,PI,Toscana,050315519,0503155155,residence@isolaverde.com
Alberghi,Hotel Villa La Reggia Perondi Hotels Srl,Località Biagioni,55011,Altopascio,LU,Toscana,0583202162,0583202041,info@villalareggia.com
Alberghi,Albergo Il Giglio,Piazza S. Marco 14,59100,Prato,PO,Toscana,057437049,0574604351,albergoilgiglio@tin.it
Alberghi,Albergo La Luna Snc,Corte Compagni 12,55100,Lucca,LU,Toscana,0583493634,,info@hotellaluna.com
Alberghi,Sacchelli,Via Catalani 38,55045,Marina di Pietrasanta,LU,Toscana,0584745688,,hotelairone@landinihotels.it
Alberghi,Paradiso Al Mare,Viale Morin 2,55042,Forte Dei Marmi,LU,Toscana,0584787051,,hotel@paradisoalmare.it
Alberghi,Albergo Ristorante Nazionale di Galletti Giulio Snc,Via Dei Marchesi 11,56048,Volterra,PI,Toscana,0588 86284,0588 84097,info@hotelnazionale-volterra.it
Alberghi,Hotel Azzi Locanda Degli Artisti,Via Faenza 56,50123,Firenze,FI,Toscana,055213806,055213806,info@hotelazzi.it
Alberghi,Grand Hotel Minerva Spa,Piazza Santa Maria Novella 16,50123,Firenze,FI,Toscana,0552723010,055268281,info@grandhotelminerva.com
Alberghi,Hotel Pigalle,Via Ponchielli 27,55042,Forte Dei Marmi,LU,Toscana,0584787474,0584787504,info@pigallehotel.it
Alberghi,Residence Golf Hotel,Via Il Crocifisso 24/n,59100,Prato,PO,Toscana,,0574623195,info@residencegolfhotel.it
Alberghi,Hotel Centro,Via Ginori 17,50123,Firenze,FI,Toscana,0552302901,055212706,info@hotelcentro.net
Alberghi,Albergaccio di Castellina,Via Fiorentina 63,53011,Castellina In Chianti,SI,Toscana,0577741042,0577741250,posta@albergacciocast.com
Alberghi,H2c Hotel Pisa Pontedera,Superstrada Firenze,56025,Pontedera,PI,Toscana,0587736088,0587735175,info.pisa@h2c.it
Alberghi,Ventaclub Borgo Magliano Resort,Località Padelletti,58051,Magliano In Toscana,GR,Toscana,0564592911,0564592901,info@borgomagliano.it
Alberghi,Atlantico Palace Hotel,Viale Della Libertà 494,53042,Chianciano Terme,SI,Toscana,057863881,057860608,hotelatlantico@cretedisiena.com
Alberghi,Hotel La Feluca,Via Della Valle 15,57037,Portoferraio,LI,Toscana,0565961084,0565961085,info@hotellafeluca.it
Alberghi,Cavaliere,Piazza Ravenna 16,50126,Firenze,FI,Toscana,055686607,,hotel.cavaliere@tin.it
Alberghi,Panama,Via Xx Settembre 80,50142,Firenze,FI,Toscana,0554620236,0554620235,info@hotelpanamafirenze.it
Alberghi,Relais Il Colle Verde,Via Colli 392,50058,Signa,FI,Toscana,,0558998260,ilcolleverde@yahoo.it
Alberghi,Hotel Francesco - Pisa,Via S. Maria 129,56126,Pisa,PI,Toscana,050554109,050556145,info@hotelfrancesco.com
Alberghi,Hotel Mirage,Viale Etruschi 405,57034,Campo Nell'elba,LI,Toscana,0565977678,,mirage@hotelmirage.com
Alberghi,Roma,Via C. Colombo 14,58043,Castiglione Della Pescaia,GR,Toscana,0564933542,,hotelromacastiglione@tiscali.it
Alberghi,Santo Stefano,Località Santo Stefano,57037,Portoferraio,LI,Toscana,0565933161,,santostefano@elbalink.it
Alberghi,Hotel I Due Pini,Via Iv Novembre 61,58100,Marina di Grosseto,GR,Toscana,056434607,056434607,direzione@iduepini.it
Alberghi,Hotel Mille Miglia,Via Cassia Sud M. 654/a,53014,Monteroni D'arbia,SI,Toscana,0577 372227,0577 373112,info@hotelmillemiglia.it
Alberghi,I Ginepri,Viale Italia 13,57022,Castagneto Carducci,LI,Toscana,0565744027,0565744344,info@hoteliginepri.it
Alberghi,Hotel Del Golfo,Procchio,57030,Marciana,LI,Toscana,05659021,0565902666,info@hoteldelgolfo.it
Alberghi,Hotel Playa,Via Saffi 20,55056,Viareggio,LU,Toscana,058444223,0584431294,hotelplayaviareggio@tiscali.it
Alberghi,Albergo Cannon D'oro,Via Montanini 28,53100,Siena,SI,Toscana,057744321,0577280868,info@cannondoro.com
Alberghi,Hotel La Vecchia Cartiera,Via Oberdan 5/7/9,53034,Colle di Val D'elsa,SI,Toscana,,,cartiera@chiantiturismo.it
Alberghi,Le Due Fontane,Piazza Santissima Annunziata 14,50122,Firenze,FI,Toscana,055210185,,info@leduefontane.it
Alberghi,Stella Marina,Via A. Costa 9,57027,San Vincenzo,LI,Toscana,0565701730,0565701730,info@stellamarina.it
Alberghi,Hotel Riva Del Sole,Lungomare Degli Eroi 11,57034,Marina di Campo,LI,Toscana,0565976316,0565976778,info@hotel-rivadelsole.com
Alberghi,B&b Il Sicomoro,Pianezza 2,54013,Fivizzano,MS,Toscana,058599442,0585938835,albergosicomoro@libero.it
Alberghi,Hotel La Selva,Via Casa Sandrella 19,51027,Pistoia,PT,Toscana,0573490094,,laselvaorsigna@alice.it
Alberghi,San Marco,Via S.marco 368,55100,Lucca,LU,Toscana,0583469553,,info@hotelsanmarcolucca.com
Alberghi,Astor Victoria,Via Caio Duilio 6,55042,Forte Dei Marmi,LU,Toscana,0584787441,0584787282,info@hotelastorvictoria.it
Alberghi,Hotel Country Club Srl,Via Pesciatina 874,55012,Capannori,LU,Toscana,0583434404,0583974344,countryhotel@rphotels.com
Alberghi,Villa Belvedere,Via Belvedere,53034,Colle di Val D'elsa,SI,Toscana,0577920966,,email@villabelvedere.com
Alberghi,Sangallo Park Hotel,Strada Vico Alto 2,53100,Siena,SI,Toscana,0577333306,,info@sangalloparkhotel.it
Alberghi,Hotel Canarco,Via Buonarroti 22,55068,Viareggio,LU,Toscana,058446289,058446289,mmvgmm@tiscalinet.it
Alberghi,Hotel San Michele,Via Guelfa 15,52044,Cortona,AR,Toscana,,,sanmichele@ats.it
Alberghi,Ciavatta,Località Montemerano,58014,Manciano,GR,Toscana,0564602657,0564602433,virginiaconti@virgilio.it
Alberghi,Campese,Località Campese,58012,Isola Del Giglio,GR,Toscana,0564804003,05648040903,welcome@hotelcampese.com
Alberghi,President,Via Simintendi 20,59100,Prato,PO,Toscana,057430251,057436064,info@hotel-president.net
Alberghi,Residence Golfo Del Sole,Viale Italia 301,58022,Follonica,GR,Toscana,,,info@golfodelsole.it
Alberghi,Siaf Scuola Internazionale di Alta Formazione,Via Del Monte Volterrano,56048,Volterra,PI,Toscana,0588 98711,0588 98700,info@siafvolterra.eu
Alberghi,Nuovo Savi,Corso Matteotti 83,51016,Montecatini Terme,PT,Toscana,057272142,0572910525,info@hotelnuovosavi.com
Alberghi,Arezzo Vogue Hotel,Via Guido Monaco 54,52100,Arezzo,AR,Toscana,057524361,057524362,info@voguehotel.it
Alberghi,Camping Tahiti,Viale Italia 320,58022,Follonica,GR,Toscana,,,ilmartellino@tin.it
Alberghi,Hotel-relais Valle Orientina,Località Valle Orientina,58017,Pitigliano,GR,Toscana,0564616611,0564617728,mail@valleorientina.it
Alberghi,Hotel L'ogliera,Via Del Passatoio,57030,Pomonte,LI,Toscana,0565906210,0565906012,info@hotelogliera.it
Alberghi,Villa Pitiana,Via Provinciale Tosi,50066,Reggello,FI,Toscana,055860259,,pitiana@villapitiana.com
Alberghi,Hotel I Pini,Via Romna 43,55043,Lido di Camaiore,LU,Toscana,058466103,058466104,italy@tuscany-charming.it
Alberghi,Appartamenti Stazione,Via Cavour 36,56020,Montopoli In Val D'arno,PI,Toscana,0571459174,0571448551,info@hotel-stazione.it
Alberghi,Grand Hotel Tamerici & Principe,Viale Iv Novembre 4,51016,Montecatini Terme,PT,Toscana,057271041,,info@hoteltamerici.it
Alberghi,Albergo Villa Nencini,Bg.ta S. Stefano 55,56048,Volterra,PI,Toscana,058886571,058880601,villanencini@sirt.pisa.it
Alberghi,Hotel Villa Kinzica - Pisa,,56100,Pisa,PI,Toscana,,,hotelvillakinzica@pisaonline.it
Alberghi,Ermione,Viale Roma 183,55044,Pietrasanta,LU,Toscana,0584745852,0584745906,irangon@tin.it
Alberghi,Hotel e Residence Le Acacie,Spiaggia di Naregno,57031,Capoliveri,LI,Toscana,0565966111,0565967062,info@acacie.it
Alberghi,Hotel Chianciano,Via B. Buozzi 51,53042,Chianciano Terme,SI,Toscana,,057864121,info@hotelchianciano.com
Alberghi,Hotel Italia,Piazza Italia 2,51016,Montecatini Terme,PT,Toscana,057278181,0572772275,alessandro.dami@tin.it
Alberghi,Hotel Casa Rossa,Viale Fedeli 68,51016,Montecatini Terme,PT,Toscana,0572773499,0572905999,info@hotelcasarossa.com
Alberghi,Villa Gaia,Località Ottone 8,57037,Portoferraio,LI,Toscana,0565933160,,villa-gaia@tiscali.it
Alberghi,Le Volpaie,Via Nuova 9,53037,San Gimignano,SI,Toscana,0577953140,0577953142,info@hotellevolpaie.it
Alberghi,Nizza Et Suisse,Viale Verdi 72,51016,Montecatini Terme,PT,Toscana,057279691,057274324,nizza@galliganihotels.it
Alberghi,Mediterraneo Grand Hotel,Lungarno Del Tempio 44,50100,Firenze,FI,Toscana,055660241,055679560,info@hotelmediterraneo.com
Alberghi,Hosteria Del Malandrone,Via Emilia 115,56040,Castellina Marittima,PI,Toscana,050699723,050699897,info@hosteriailmalandrone.it
Alberghi,Massimo D'azeglio,Corso Matteotti 42,51016,Montecatini Terme,PT,Toscana,0572770188,,info@hotelmassimodazeglio.it
Alberghi,Il Cacciatore,Via Nazionale 32,52020,Pergine Valdarno,AR,Toscana,0575 896261,0575 896261,ilcacciatorepoggio@yahoo.it
Alberghi,Riviera Blu,Viale Tirreno 15,56018,Tirrenia,PI,Toscana,05037146,,info@rivierablu.it
Alberghi,Dei Fiori,Via Viii Settembre 10,51017,Pescia,PT,Toscana,0572477871,0572490021,hoteldeifiori@virgilio.it
Alberghi,Bacco,Via Rosi 18,55041,Lido di Camaiore,LU,Toscana,0584619540,0584610897,baccohotel@tin.it
Alberghi,Hotel La Baita,Via Prato All'aia 17,55030,Villa Collemandina,LU,Toscana,0583660084,0583660084,corfinolabaita@libero.it
Alberghi,Lola Piccolo Hotel,Via Xxiv Maggio 39,58046,Marina di Grosseto,GR,Toscana,,,info@lolahotel.it
Alberghi,Casa Vacanze Villaggio Paradiso,Via Chiantigiana,52025,Montevarchi,AR,Toscana,,055982779,info@villaggiopradiso.it
Alberghi,Da Sardi,,57030,Pomonte,LI,Toscana,0565906045,0565906253,sardi@elbalink.it
Alberghi,Roma,Via Aurelia 183,57022,Donoratico,LI,Toscana,0565773300,0565773300,info@locandaroma.it
Alberghi,Ercolini & Savi,Via S. Martino 18,51016,Montecatini Terme,PT,Toscana,057270331,057271624,info@ercoliniesavi.it
Alberghi,Grand Hotel Tettuccio,Viale Verdi 74,51016,Montecatini Terme,PT,Toscana,057278051,057275711,info@hoteltettuccio.it
Alberghi,Benivieni,Via Delle Oche 5,50122,Firenze,FI,Toscana,0552382133,0552398248,info@hotelbenivieni.it
Alberghi,Albergo Arco Naturale - Country House Ristorante,Strada Statale 321 Est Km 34,53040,Cetona,SI,Toscana,057820880,057820880,info@arco-naturale.it
Alberghi,Hotel Lara,Via Cavallotti 87,51016,Montecatini Terme,PT,Toscana,057278537,057278537,info@hotel-lara.it
Alberghi,Il Ponte,Largo I Maggio 3,57023,Cecina,LI,Toscana,0586630701,0586630701,info@hotelilponte.com
