REGIONE,categoria B,Azienda,Via,Città,Provincia,STELLE,sito,E-mail,Note
Emilia Romagna,,Giulietta,Viale Augusto Galli 1,RICCIONE,RN,,,info@hotelgiulietta.com,
Emilia Romagna,,Parco Fellini,Viale Baldini 2/A-Località Marina Centro,RIMINI,RN,,,hotelparcofellini@rimini.com,
Emilia Romagna,,Oriente,Viale Baracca 11,CERVIA - MILANO MARITTIMA,RA,,,info@hotel-oriente.it,
Emilia Romagna,,Excelsior,Viale Berenini 3,SALSOMAGGIORE TERME,PR,,,info@hotelexcelsiorsalsomaggiore.it,
Emilia Romagna,,Silver,Viale Bernini 10,CESENATICO - VALVERDE,FC,,,info@hotelsilver.it,
Emilia Romagna,,Bravo,Viale Bernini 17,CESENATICO - VALVERDE,FC,,,info@hotelbravo.it,
Emilia Romagna,,President,Viale Bernini 24,CESENATICO - VALVERDE,FC,,,info@hpresident.net,
Emilia Romagna,,Savoia,Viale Bernini 32,CESENATICO - VALVERDE,FC,,,info@savoiain.it,
Emilia Romagna,,Imperiale,Viale Bernini 52,CESENATICO - VALVERDE,FC,,,info@imperialecesenatico.com,
Emilia Romagna,,Hotel Manù,Viale Biella 14-Rivazzurra di Rimini,RIMINI,RN,,,hotelmanu@supereva.it,
Emilia Romagna,,Milena,Viale Boccaccio 8-Località Marina Centro,RIMINI,RN,,,hotel.milena@libero.it,
Emilia Romagna,,Atilius,Viale Boito 3,RICCIONE,RN,,,atilius@atilius.com,
Emilia Romagna,,Taormina,Viale Boito 31,RICCIONE,RN,,,info@hoteltaormina.com,
Emilia Romagna,,Villa Pina,Viale Bologna 13,CERVIA - MILANO MARITTIMA,RA,,,info@hotelvillapina.com,
Emilia Romagna,,Atlantica,Viale Bologna 28,CESENATICO,FC,,,info@hotelatlantica.it,
Emilia Romagna,,Villa Lily,Viale Bologna 39,CESENATICO,FC,,,info@hotelvillalily.it,
Emilia Romagna,,Stefania,Viale Bologna 49,CESENATICO,FC,,,info@hotelstefania.it,
Emilia Romagna,,Parco Verde,Viale Botteghi 12,RIMINI - VISERBA,RN,,,info@hotelparcoverde.it,
Emilia Romagna,,San Pietro,Viale Brianza 2,CERVIA - TAGLIATA,RA,,,hspietro@cervia.com,
Emilia Romagna,,Mario,Viale Brunelleschi 3,CESENATICO - VALVERDE,FC,,,info@hotelmario.it,
Emilia Romagna,,San Giacomo - Michelangelo,Viale Brunelleschi 5,CESENATICO - VALVERDE,FC,,,info@hmichelangelo.it,
Emilia Romagna,,Patrizia,Viale Buccari 1-Località Marina Centro,RIMINI,RN,,,info@hotelpatriziarimini.it,
Emilia Romagna,,Lux,Viale Cà da Mosto 14,CESENATICO,FC,,,hotellux@tiscalinet.it,
Emilia Romagna,,Ambra,Viale Cadorna 14,CERVIA - MILANO MARITTIMA,RA,,,info@hambra.it,
Emilia Romagna,,Caesar,Viale Cadorna 16,CERVIA - MILANO MARITTIMA,RA,,,caesarhotel@libero.it,
Emilia Romagna,,Nadir,Viale Cadorna 3,CERVIA - MILANO MARITTIMA,RA,,,hotelnadir@libero.it,
Emilia Romagna,,Ape d'Oro,Viale Campania 20,CERVIA - PINARELLA,RA,,,info@hotelapedoro.it,
Emilia Romagna,,Canada - Wivien,Viale Canova 91,CESENATICO - VALVERDE,FC,,,info@biondihotels.it,
Emilia Romagna,,Embassy,Viale Caravaggio 34,CESENATICO - VALVERDE,FC,,,info@hotelembassy.com,
Emilia Romagna,,Annamaria,Viale Carducci 190,CESENATICO,FC,,,info@hotelannamaria.it,
Emilia Romagna,,Hotel San Pietro,Viale Carducci 194,CESENATICO,FC,,,info@hotelsanpietro.net,
Emilia Romagna,,Miramare,Viale Carducci 2,CESENATICO,FC,,,info@hrmiramare.it,
Emilia Romagna,,Eurohotel,Viale Carducci 227,CESENATICO - VALVERDE,FC,,,info@eurohotelcesenatico.it,
Emilia Romagna,,Da Giuseppe,Viale Carducci 26,COPPARO,FE,,,postmaster@dagiuseppe.it,
Emilia Romagna,,Garden,Viale Carducci 288,CESENATICO - VALVERDE,FC,,,info@hotelgardencesenatico.com,
Emilia Romagna,,Royal,Viale Carducci 292,CESENATICO - VALVERDE,FC,,,hroyal@libero.it,
Emilia Romagna,,David,Viale Carducci 297,CESENATICO - VILLAMARINA,FC,,,info@davidhotels.com,
Emilia Romagna,,Lungomare,Viale Carducci 299,CESENATICO - VILLAMARINA,FC,,,hotel@hlungomare.com,
Emilia Romagna,,Ariston,Viale Carducci 312,CESENATICO - VALVERDE,FC,,,info@hariston.it,
Emilia Romagna,,Farsaglia,Viale Carducci 319,CESENATICO - VILLAMARINA,FC,,,info@hotelfarsaglia.com,
Emilia Romagna,,Stella Maris,Viale Carducci 321,CESENATICO - VILLAMARINA,FC,,,info@hotelstellamaris.com,
Emilia Romagna,,Edelweiss,Viale Carducci 323,CESENATICO - VILLAMARINA,FC,,,info@hedelweiss.it,
Emilia Romagna,,Real,Viale Carducci 332,CESENATICO - VILLAMARINA,FC,,,info@hotelreal.net,
Emilia Romagna,,Nettuno,Viale Carducci 338,CESENATICO - VILLAMARINA,FC,,,direzione@nettunohotelsas.it,
Emilia Romagna,,Galileo,Viale Carducci 344,CESENATICO - VILLAMARINA,FC,,,info@hgalileo.it,
Emilia Romagna,,Excelsior,Viale Carducci 346,CESENATICO - VILLAMARINA,FC,,,excelsior@excelsiorhotel.com,
Emilia Romagna,,Croce di Malta,Viale Carducci 352,CESENATICO - VILLAMARINA,FC,,,info@crocedimaltahotel.com,
Emilia Romagna,,D'Oriente,Viale Carducci 356,CESENATICO - VILLAMARINA,FC,,,postahoteldoriente@libero.it,
Emilia Romagna,,Villa Maria,Viale Carducci 96,CESENATICO,FC,,,info@hotelvillamaria.info,
Emilia Romagna,,Apollo,Viale Carracci 1,CESENATICO - VALVERDE,FC,,,info@hotel-apollo.it,
Emilia Romagna,,Bolognese,Viale Cavour 1,SALSOMAGGIORE TERME,PR,,,info@hotelbolognese.it,
Emilia Romagna,,Touring,Viale Cavour 11,FERRARA,FE,,,info@hoteltouringfe.it,
Emilia Romagna,,Aurora,Viale Cavour 11,SALSOMAGGIORE TERME,PR,,,info@albergohotelaurora.it,
Emilia Romagna,,Capitol,Viale Cavour 13,SALSOMAGGIORE TERME,PR,,,h.capitol@virgilio.it,
Emilia Romagna,,Alexia Palace Hotel,Viale Cavour 20,CESENATICO,FC,,,info@alexiapalace.it,
Emilia Romagna,,Kristalex,Viale Cavour 28,CESENATICO,FC,,,info@hotelkristalex.it,
Emilia Romagna,,Giglio,Viale Cavour 4,SALSOMAGGIORE TERME,PR,,,hotel.giglio@tin.it,
Emilia Romagna,,Splendid,Viale Cavour 40,CESENATICO,FC,,,h_splendid@libero.it,
Emilia Romagna,,Elite,Viale Cavour 5,SALSOMAGGIORE TERME,PR,,,info@albergoelite.it,
Emilia Romagna,,Astra,Viale Cavour 55,FERRARA,FE,,,astra@mbox.4net.it,
Emilia Romagna,,Metropol,Viale Cesare 16,GATTEO - GATTEO A MARE,FC,,,hmetropol@romagnahotel.com,
Emilia Romagna,,Flamingo,Viale Cesare 31,GATTEO - GATTEO A MARE,FC,,,flamingo@hotel-flamingo.com,
Emilia Romagna,,Miramare,Viale Cesare 63,GATTEO - GATTEO A MARE,FC,,,info@miramarehotel.com,
Emilia Romagna,,San Marco,Viale Cesare 68,GATTEO - GATTEO A MARE,FC,,,vale67@tin.it,
Emilia Romagna,,Royal,Viale Cesare 7,GATTEO - GATTEO A MARE,FC,,,info@royalhotel.fc.it,
Emilia Romagna,,Adriatico - Maria Luisa,Viale Cesare 74,GATTEO - GATTEO A MARE,FC,,,adriatico@adriaticohotels.net,
Emilia Romagna,,Delfino,Viale Cesare 75,GATTEO - GATTEO A MARE,FC,,,info@hdelfino.it,
Emilia Romagna,,Bamby,Viale Cesare 77,GATTEO - GATTEO A MARE,FC,,,h.bamby@libero.it,
Emilia Romagna,,Imperiale,Viale Cesare 82,GATTEO - GATTEO A MARE,FC,,,info@hotelimperiale.net,
Emilia Romagna,,German's,Viale Cesare 84,GATTEO - GATTEO A MARE,FC,,,info@hotelgermans.com,
Emilia Romagna,,Executive,Viale Cesare Abba 90,CESENATICO,FC,,,info@michaelhotels.com,
Emilia Romagna,,Desirè,Viale Cesare Battisti 33,RICCIONE,RN,,,info@hoteldesire.it,
Emilia Romagna,,Brasil,Viale Cimarosa 13,CERVIA - MILANO MARITTIMA,RA,,,brasil@selecthotels.it,
Emilia Romagna,,Helios,Viale Cimarosa 9,CERVIA - MILANO MARITTIMA,RA,,,info@hotelhelios.it,
Emilia Romagna,,Sayonara,Viale Città Gemellate 60,CESENATICO - ZADINA PINETA,FC,,,info@sayonarahotel.it,
Emilia Romagna,,Milano,Viale Colombo 40-Località Bellaria,BELLARIA IGEA MARINA,RN,,,hotelmilano@hmilano.com,
Emilia Romagna,,Cortina,Viale Cormons 39-Località Marina Centro,RIMINI,RN,,,rolabolo@tin.it,
Emilia Romagna,,Terme Tommasini,Viale Corridoni 1,SALSOMAGGIORE TERME,PR,,,tommasini@myhotelsresorts.com,
Emilia Romagna,,Prater,Viale Cristoforo Colombo 13,CERVIA,RA,,,hotelpratercervia@yahoo.com,
Emilia Romagna,,Milton,Viale Cristoforo Colombo 2,RIMINI,RN,,,info@hotelmilton.com,
Emilia Romagna,,La Falena,Viale Cristoforo Colombo 69,CERVIA,RA,,,info@hotellafalena.com,
Emilia Romagna,,Explorer,Viale Cristoforo Colombo 71,CERVIA,RA,,,info@hotelexplorer.it,
Emilia Romagna,,Abarth,Viale da Forlì 34,CESENATICO - VALVERDE,FC,,,abarth@hotelabarth.com,
Emilia Romagna,,Lalla,Viale da Noli 18,CESENATICO,FC,,,info@hotellalla.com,
Emilia Romagna,,Orly,Viale da Noli 20,CESENATICO,FC,,,info@hotelorly.it,
Emilia Romagna,,Ambasciata,Viale da Noli 22,CESENATICO,FC,,,hotel.ambasciata@libero.it,
Emilia Romagna,,Abel,Viale da Noli 26,CESENATICO,FC,,,hotelabel@libero.it,
Emilia Romagna,,Al Ragno,Viale da Recco 23,CESENATICO,FC,,,info@hotelalragno.it,
Emilia Romagna,,Ori,Viale da Verazzano 14,CESENATICO,FC,,,info@universalepromenade.it,
Emilia Romagna,,Gioiello,Viale da Verazzano 23,CESENATICO,FC,,,info@hotelgioiello.com,
Emilia Romagna,,Touring,Viale Dallai 1,CARPI,MO,,,info@hoteltouringcarpi.it,
Emilia Romagna,,Villa Diana Marina,Viale Dandolo 11-Località Marina Centro,RIMINI,RN,,,info@hotelvilladianamarina.com,
Emilia Romagna,,Globus,Viale Dante 1,CESENATICO - VALVERDE,FC,,,info@hotelglobus.net,
Emilia Romagna,,Larenzia,Viale Dante 115,CATTOLICA,RN,,,larenzia@sincronet.com,
Emilia Romagna,,La Plage,Viale Dante 144,CATTOLICA,RN,,,laplage@hotelcattolica.it,
Emilia Romagna,,Mon Reve,Viale Dante 20,CERVIA - MILANO MARITTIMA,RA,,,info@hotelmonreve.it,
Emilia Romagna,,Linda,Viale Dante 27,CATTOLICA,RN,,,info@lindahotel.it,
Emilia Romagna,,Maddalena,Viale Dante 307,RICCIONE,RN,,,maddalena@hotelmaddalena.com,
Emilia Romagna,,Cristallo,Viale Dante 34,RICCIONE,RN,,,info@hotelcristalloriccione.it,
Emilia Romagna,,Mare e Pineta,Viale Dante 40,CERVIA - MILANO MARITTIMA,RA,,,marepineta@selecthotels.it,
Emilia Romagna,,Flora,Viale Dante 42,CERVIA - MILANO MARITTIMA,RA,,,info@hflora.it,
Emilia Romagna,,Gianlore,Viale Dante 55,CERVIA - MILANO MARITTIMA,RA,,,info@hotelgianlore.it,
Emilia Romagna,,Sole,Viale Dante 82,RICCIONE,RN,,,hotelsole@hotelsole.com,
Emilia Romagna,,Maria Luisa,Viale Dati 13,Viserba,RN,,,albergomarialuisa@libero.it ,
Emilia Romagna,,La Torre,Viale Dati 52,RIMINI - VISERBA,RN,,,info@albergolatorre.it,
Emilia Romagna,,Camay,Viale de Amicis 101,CESENATICO,FC,,,camay@tiscalinet.it,
Emilia Romagna,,New Castle,Viale de Amicis 18,CESENATICO,FC,,,newcastle@happydayshotel.it,
Emilia Romagna,,Donatello,Viale de Amicis 41,CESENATICO,FC,,,hoteldonatellotaioli@tiscalinet.it,
Emilia Romagna,,Metron,Viale de Amicis 52,CESENATICO,FC,,,info@hotelmetron.it,
Emilia Romagna,,Maison des Roses,Viale de Amicis 69,CESENATICO,FC,,,info@hotelmaisondesroses.it,
Emilia Romagna,,Sasselli,Viale de Amicis 80,CESENATICO,FC,,,info@hotelsasselli.com,
Emilia Romagna,,King,Viale de Amicis 88,CESENATICO,FC,,,info@hotelkingcesenatico.com,
Emilia Romagna,,Capinera,Viale de Amicis 93,CESENATICO,FC,,,info@hotelcapinera.it,
Emilia Romagna,,Silvie Rose,Viale de Amicis 99,CESENATICO,FC,,,info@hotelsilvierose.com,
Emilia Romagna,,Le Conchiglie,Viale dei Lecci 17/19,RAVENNA - MARINA ROMEA,RA,,,info@bellaromagna.it,
Emilia Romagna,,La Pineta,Viale dei Lecci 2,COMACCHIO - LIDO DEGLI ESTENSI,FE,,,info@hotelplazapineta.it,
Emilia Romagna,,Ambra,Viale dei Mille 106,CESENATICO,FC,,,info@hotelambracesenatico.com,
Emilia Romagna,,Dolce Vita,Viale dei Mille 107,CESENATICO,FC,,,info@hoteldolcevita.it,
Emilia Romagna,,K2,Viale dei Mille 114,CESENATICO,FC,,,info@crch.it,
Emilia Romagna,,Giulietta e Romeo,Viale dei Mille 126,CESENATICO,FC,,,hgr@cesenatico.com,
Emilia Romagna,,Sabrina,Viale dei Mille 150,CESENATICO,FC,,,info@hotelsabrina.it,
Emilia Romagna,,Star,Viale dei Mille 22,CESENATICO,FC,,,hotelstar22@hotmail.com,
Emilia Romagna,,Rosenblatt,Viale dei Mille 49,CERVIA,RA,,,info@hotelrosenblatt.com,
Emilia Romagna,,Des Bains,Viale dei Mille 52,CESENATICO,FC,,,info@hoteldesbains.it,
Emilia Romagna,,Ariston,Viale dei Mille 6,COMACCHIO - PORTO GARIBALDI,FE,,,aristonhotel2002@libero.it,
Emilia Romagna,,Milano,Viale dei Mille 7,CESENATICO,FC,,,info@milanohotel.net,
Emilia Romagna,,Andrea Doria,Viale dei Mille 74,CERVIA,RA,,,info@hotelandreadoria.it,
Emilia Romagna,,Athena,Viale dei Mille 76,CERVIA,RA,,,info@hotelathenacervia.com,
Emilia Romagna,,Il Gabbiano,Viale dei Mille 78,CESENATICO,FC,,,info@hotelilgabbiano.com,
Emilia Romagna,,Marina,Viale dei Mille 93,CESENATICO,FC,,,info@hotelmarinacesenatico.com,
Emilia Romagna,,Vittoria,Viale dei Mille 96,CESENATICO,FC,,,hdolcevita@libero.it,
Emilia Romagna,,San Carlo Vacanze,Viale dei Pini 37,CESENATICO - ZADINA PINETA,FC,,,hotelsancarlovacanze@libero.it,
Emilia Romagna,,Renzo,Viale dei Pini 55,CESENATICO - ZADINA PINETA,FC,,,info@renzohotel.it,
Emilia Romagna,,Meeting,Viale dei Pini 60,CESENATICO - ZADINA PINETA,FC,,,info@meetinghotel.com,
Emilia Romagna,,Kiss,Viale dei Pini 62,CESENATICO - ZADINA PINETA,FC,,,info@hotelkiss.net,
Emilia Romagna,,Sogno,Viale del Fortino 5,CESENATICO,FC,,,info@hotelsogno.com,
Emilia Romagna,,Domus Mea - New Bristol Sport Hotel,Viale del Fortino 7,CESENATICO,FC,,,info@newbristol.it,
Emilia Romagna,,Alexander,Viale della Libertà 5,SAN MAURO PASCOLI - SAN MAURO A MARE,FC,,,alexander@hotelalexander.it,
Emilia Romagna,,Dall'Ara,Viale delle Nazioni 135,CESENATICO - VILLAMARINA,FC,,,info@hoteldallara.it,
Emilia Romagna,,Belvedere,Viale delle Nazioni 138,GATTEO - GATTEO A MARE,FC,,,direzione@belvederehotel.net,
Emilia Romagna,,Logonovo,Viale delle Querce 109,COMACCHIO - LIDO DEGLI ESTENSI,FE,,,logonovo@libero.it,
Emilia Romagna,,Calipso,Viale delle Querce 75,COMACCHIO - LIDO DEGLI ESTENSI,FE,,,agnese.mal@libero.it,
Emilia Romagna,,Hotel Ardesia,Viale delle Rimembranze 80,RIMINI - BELLARIVA,RN,,,info@albergoardesia.it; albergoardesia@libero.it,
Emilia Romagna,,Park Hotel,Viale delle Terme 1010,CASTEL SAN PIETRO TERME,BO,,,info@ph.191.it,
Emilia Romagna,,hotel Castello,Viale delle Terme 1010/B,CASTEL SAN PIETRO TERME,BO,,,info@hotelcastello.com,
Emilia Romagna,,hotel Castello,Viale delle Terme 1010/B,CASTEL SAN PIETRO TERME,BO,,,direzione@hotelcastello.com,
Emilia Romagna,,Delle Terme,Viale delle Terme 1113,CASTEL SAN PIETRO TERME,BO,,,info@albergodelleterme.com,
Emilia Romagna,,Parigi,Viale delle Terme 860,CASTEL SAN PIETRO TERME,BO,,,info@hotelparigionline.com,
Emilia Romagna,,Conti,Viale Diana 2,SAN MAURO PASCOLI - SAN MAURO A MARE,FC,,,info@hotelconti.org,
Emilia Romagna,,Fiorana,Viale Don Bosco 13-Località Marina Centro,RIMINI,RN,,,info@hotelfiorana.it,
Emilia Romagna,,Astrid,Viale Edmondo De Amicis 18,CERVIA,RA,,,info@hotelastrid.it,
Emilia Romagna,,Schiller,Viale Edmondo De Amicis 22,CERVIA,RA,,,mail@hotelschiller.it,
Emilia Romagna,,Palladio,Viale Edmondo De Amicis 3,CERVIA - PINARELLA,RA,,,info@hotelpalladio.com,
Emilia Romagna,,Amarcord,Viale Emilia 13,CERVIA - PINARELLA,RA,,,info@hotelamarcord.com,
Emilia Romagna,,Amico,Viale Emilia 70,CERVIA - PINARELLA,RA,,,info@hotelamico.it,
Emilia Romagna,,Nettuno,Viale Ennio 2,BELLARIA IGEA MARINA,RN,,,info@hotelnettunoigea.it,
Emilia Romagna,,Onofri,Viale Ennio 21,BELLARIA IGEA MARINA,RN,,,hotelonofri@virgilio.it,
Emilia Romagna,,Mimma,Viale Enrico Toti 11,CERVIA - MILANO MARITTIMA,RA,,,info@hotelmimma.it,
Emilia Romagna,,Lady Mary,Viale Enrico Toti 8,CERVIA - MILANO MARITTIMA,RA,,,hladymary@cervia.com,
Emilia Romagna,,Miramonti,Viale Enzo Bagnoli 7,CASTELNOVO NE' MONTI,RE,,,albergo.miramonti@libero.it,
Emilia Romagna,,Desiree,Viale Euclide 1,CESENATICO - VILLAMARINA,FC,,,info@hdesiree.com,
Emilia Romagna,,Bella Zurigo,Viale Euclide 17,CESENATICO - VILLAMARINA,FC,,,info@hotelbellazurigo.it,
Emilia Romagna,,Portofino,Viale Euclide 18,CESENATICO - VILLAMARINA,FC,,,info@hotel-portofino.it,
Emilia Romagna,,Duca di Kent,Viale Euclide 23,CESENATICO - VILLAMARINA,FC,,,ducadikent@michaelhotels.com,
Emilia Romagna,,Victory,Viale Euclide 3,CESENATICO - VILLAMARINA,FC,,,hotelvictory@libero.it,
Emilia Romagna,,Fattori,Viale Euclide 7,CESENATICO - VILLAMARINA,FC,,,info@hotelfattori.it,
Emilia Romagna,,San Paolo,Viale Faenza 2/A,RIMINI - MIRAMARE DI RIMINI,RN,,,info@sanpaolohotel.com,
Emilia Romagna,,Trieste,Viale Ferrara 5,CESENATICO,FC,,,info@hotel-trieste.net,
Emilia Romagna,,Internazionale,Viale Ferrara 7,CESENATICO,FC,,,info@hinternazionale.it,
Emilia Romagna,,Ridente,Viale Fidenza 30,SALSOMAGGIORE TERME - TABIANO BAGNI,PR,,,info@hotel-ridente.it,
Emilia Romagna,,Villa Rosa,Viale Fidenza 35,SALSOMAGGIORE TERME - TABIANO BAGNI,PR,,,villa_rosa@libero.it,
Emilia Romagna,,Boomerang,Viale Fidenza 43,SALSOMAGGIORE TERME - TABIANO BAGNI,PR,,,info@hotelboomerang.com,
Emilia Romagna,,Quisisana,Viale Fidenza 5,SALSOMAGGIORE TERME - TABIANO BAGNI,PR,,,info@hotelquisisana.it,
Emilia Romagna,,Camillo,Viale Fidenza 50,SALSOMAGGIORE TERME - TABIANO BAGNI,PR,,,info@albergocamillo.com,
Emilia Romagna,,Sporting,Viale Fidenza 54,SALSOMAGGIORE TERME - TABIANO BAGNI,PR,,,info@hotelsportingtabiano.it,
Emilia Romagna,,Villa del Rio,Viale Fidenza 6,SALSOMAGGIORE TERME - TABIANO BAGNI,PR,,,hotelvillario@libero.it,
Emilia Romagna,,Arlecchino,Viale Filzi 8,CERVIA - MILANO MARITTIMA,RA,,,info@hotelarlecchino.net,
Emilia Romagna,,Brig,Viale Firenze 12,RIMINI,RN,,,hotelbrig@virgilio.it,
Emilia Romagna,,Mercure Hotel La Gradisca,Viale Fiume 1-Località Marina Centro,RIMINI,RN,,,info@hotellagradisca.it,
Emilia Romagna,,La Fenice,Viale Fiume 35,CATTOLICA,RN,,,lafenicehotel@tiscali.it,
Emilia Romagna,,Vienna,Viale Fiume 63,CATTOLICA,RN,,,info@bravohotel.it,
Emilia Romagna,,Rossini,Viale Fonti 10,SALSOMAGGIORE TERME - TABIANO BAGNI,PR,,,hotel.rossini@libero.it,
Emilia Romagna,,Maria Luigia,Viale Fonti 6,SALSOMAGGIORE TERME - TABIANO BAGNI,PR,,,info@albergomarialuigia.com,
Emilia Romagna,,Meris,Viale Forlì 28,CERVIA - MILANO MARITTIMA,RA,,,merishotel@tin.it,
Emilia Romagna,,Mazzanti,Viale Forlì 51,CERVIA - MILANO MARITTIMA,RA,,,info@hotelmazzanti.it,
Emilia Romagna,,Augustus,Viale Francesco Baracca 3,CERVIA - MILANO MARITTIMA,RA,,,hotelaugustus@cervia.com,
Emilia Romagna,,K 2,Viale Francesco Petrarca 457,RAVENNA - LIDO ADRIANO,RA,,,info@k2hotel.net,
Emilia Romagna,,Diamond,Viale Fratelli Bandiera 1,RICCIONE,RN,,,info@hoteldiamond.it; direzione@hoteldiamond.it,
Emilia Romagna,,Sorriso,Viale Fratelli Vivaldi 33,RAVENNA - LIDO DI CLASSE,RA,,,info@hotelsorriso.net,
Emilia Romagna,,Krone,Viale Fratelli Vivaldi 38,RAVENNA - LIDO DI CLASSE,RA,,,info@kronehotel.it,
Emilia Romagna,,King - Marte,Viale Fratelli Vivaldi 40/42,RAVENNA - LIDO DI CLASSE,RA,,,info@hotelkingmarte.it,
Emilia Romagna,,Zeus,Viale Fratelli Vivaldi 66,RAVENNA - LIDO DI CLASSE,RA,,,fdellamore@libero.it,
Emilia Romagna,,Mirage,Viale Fratelli Vivaldi 82,RAVENNA - LIDO DI CLASSE,RA,,,info@hotel-mirage.com,
Emilia Romagna,,Brasilia,Viale Fratelli Vivaldi 90,RAVENNA - LIDO DI CLASSE,RA,,,ferri@hotelbrasilia.it,
Emilia Romagna,,Astor,Viale Fratelli Vivaldi 94,RAVENNA - LIDO DI CLASSE,RA,,,info@h-astor.com,
Emilia Romagna,,Adler,Viale Fratelli Vivaldi 96,RAVENNA - LIDO DI CLASSE,RA,,,info@adlerhot.it,
Emilia Romagna,,Corona,Viale Gabriele d'Annunzio 107,RICCIONE,RN,,,info@hotelcoronariccione.it,
Emilia Romagna,,Fedora,Viale Gabriele d'Annunzio 112,RICCIONE,RN,,,info@hotelfedora.it; commerciale@hotelfedora.it,
Emilia Romagna,,Beaurivage,Viale Gabriele d'Annunzio 132,RICCIONE,RN,,,info@hotelbeaurivage.biz,
Emilia Romagna,,Trevi,Viale Gabriele d'Annunzio 14,RICCIONE,RN,,,info@trevihotel.it,
Emilia Romagna,,A.B.C.,Viale Gabriele D'Annunzio 20,RICCIONE,RN,,,info@hotelabc.it,
Emilia Romagna,,Vittoria,Viale Gabriele d'Annunzio 29,RICCIONE,RN,,,vittoria@fabbrihotels.com,
Emilia Romagna,,Hotel Bel Mare,Viale Gabriele D'Annunzio 3,RIMINI,RN,,,info@hotelbelmare-rimini.it,
Emilia Romagna,,Poker,Viale Gabriele d'Annunzio 61,RICCIONE,RN,,,hotelpoker@hotelpoker.it,
Emilia Romagna,,Strand,Viale Gabriele d'Annunzio 92,RICCIONE,RN,,,info@hotelstrand.net,
Emilia Romagna,,Savioli Spiaggia,Viale Galli 2,RICCIONE,RN,,,info@hotelsaviolispiaggia.it,
Emilia Romagna,,Terme,Viale Gandolfi 3,SALSOMAGGIORE TERME - TABIANO BAGNI,PR,,,hterme@polaris.it,
Emilia Romagna,,Pino,Viale Garibaldi 7,CESENATICO,FC,,,info@hotelpinocesenatico.it,
Emilia Romagna,,Avana Mare,Viale Genghini 3,RIMINI - VISERBELLA,RN,,,info@hotelavanamare.com,
Emilia Romagna,,Villa Franco,Viale Giacomo Leopardi 8-Località Marina Centro,RIMINI,RN,,,info@hotelvillafranco.com,
Emilia Romagna,,Michaela,Viale Giacomo Matteotti 108,CERVIA - MILANO MARITTIMA,RA,,,info@residencemichaela.it,
Emilia Romagna,,Orsa Maggiore,Viale Giacomo Matteotti 126,CERVIA - MILANO MARITTIMA,RA,,,info@orsamaggiorehotel.it,
Emilia Romagna,,Deanna Golf Hotel,Viale Giacomo Matteotti 131,CERVIA - MILANO MARITTIMA,RA,,,info@deannagolfhotel.it,
Emilia Romagna,,Des Bains,Viale Giacomo Matteotti 138,CERVIA - MILANO MARITTIMA,RA,,,info@desbainshotel.it,
Emilia Romagna,,San Marco,Viale Giacomo Matteotti 166,CERVIA - MILANO MARITTIMA,RA,,,info@hotelsanmarco.net,
Emilia Romagna,,Cristallo,Viale Giacomo Matteotti 5/Bis,SALSOMAGGIORE TERME,PR,,,info@hotel-cristallo.it,
Emilia Romagna,,Promenade,Viale Giacomo Matteotti 81,CERVIA - MILANO MARITTIMA,RA,,,hpromenade@libero.it,
Emilia Romagna,,Rex,Viale Giacomo Puccini 1,RICCIONE,RN,,,info@hotelrexriccione.com,
Emilia Romagna,,Dory,Viale Giacomo Puccini 4,RICCIONE,RN,,,"hoteldory@hoteldory.it; booking@hoteldory.it, info@hoteldory.it; marketing@hoteldory.it; reception@hoteldory.it, stefano@hoteldory.it",
Emilia Romagna,,Plaza,Viale Giosuè Carducci - Viale dei Mille 44,CESENATICO,FC,,,info@hplaza.it,
Emilia Romagna,,Esplanade,Viale Giosué Carducci 120,CESENATICO,FC,,,esplanade@happydayshotel.it,
Emilia Romagna,,Britannia,Viale Giosué Carducci 129,CESENATICO,FC,,,hbritannia@hbritannia.it,
Emilia Romagna,,Esperia,Viale Giosué Carducci 152,CESENATICO,FC,,,info@hotel-esperia.com,
Emilia Romagna,,Giardino,Viale Giosué Carducci 154,CESENATICO,FC,,,hotelgiardino@hotmail.com,
Emilia Romagna,,Riz,Viale Giosué Carducci 182,CESENATICO,FC,,,info@hotelriz.com,
Emilia Romagna,,Palace,Viale Giosuè Carducci 186,CESENATICO,FC,,,info@hotelpalace.it,
Emilia Romagna,,Sporting,Viale Giosuè Carducci 191,CESENATICO,FC,,,info@hotelsporting.it,
Emilia Romagna,,Roxy,Viale Giosuè Carducci 193,CESENATICO,FC,,,info@hotelroxy.net,
Emilia Romagna,,Caesar,Viale Giosuè Carducci 290,CESENATICO - VALVERDE,FC,,,info@hotel-caesar.com,
Emilia Romagna,,San Giorgio,Viale Giosuè Carducci 298,CESENATICO - VALVERDE,FC,,,info@hotelsangiorgio.it,
Emilia Romagna,,Colorado,Viale Giosuè Carducci 306,CESENATICO - VALVERDE,FC,,,info@hotelcolorado.it,
Emilia Romagna,,Iride,Viale Giosuè Carducci 314,CESENATICO - VALVERDE,FC,,,info@hoteliride.it,
Emilia Romagna,,Stresa,Viale Giosué Carducci 35,CESENATICO,FC,,,stresahotel@libero.it,
Emilia Romagna,,Rosso Blu,Viale Giosuè Carducci 40,CESENATICO,FC,,,info@hotelrossoblu.it,
