email,nome,cognome,nome_azienda
info@hoteldelanzi.it,,,Hotel De Lanzi
info@californiaflorence.it,,,Hotel California
info@residencemichelangiolo.it,,,Residence Michelangiolo
info@galileohotel.it,,,The Galileo Hotel
blacksheepfirenze@gmail.com,,,The Black Sheep B & B
info@internationalgarage.com,,,The Black Sheep B & B
info@garageeuropafirenze.it,,,The Black Sheep B & B
info@hoteldelapace.com,,,"De La Pace, Sure Hotel Collection by Best Western"
casabertini@gmail.com,,,Casa Bertini Florence Tourist Apartment
info@guicciardini24.it,,,Guicciardini24
thelux.firenze@gmail.com,,,B&B The Lux
info@soggiornoalessandra.it,,,Soggiorno Alessandra
ilgiglioguesthouse@gmail.com,,,Il Giglio Guest House
info@dimorasassetti.it,,,Dimora Sassetti 6
support@weglot.com,,,Dimora Sassetti 6
info@santacrocebb.com,,,Santa Croce 14 B&B
info@soggiorno-michelangelo.it,,,SOGGIORNO MICHELANGELO
franchi@micelihotels.com,,,Franchi
amministrazione@micelihotels.com,,,Franchi
info@hotelalexfirenze.com,,,Alex Florence
info@hotelvillabetania.it,,,Hotel Villa Betania
info@hotelarcadiaflorence.com,,,Hotel Villa Betania
br1zan8@gmail.com,,,B&B Bonsignori
lavagninimyplace@gmail.com,,,Lavagnini My Place B&B
d.dascola@ihosp.it,,,Lavagnini My Place B&B
info@keyflorencebedandbreakfast.com,,,Kf Deluxe B&B Firenze
info@residenzasassetti.it,,,MABELLE FIRENZE Residenza Sassetti
info@residenzagambrinus.it,,,MABELLE FIRENZE Residenza Sassetti
info@hortoconvento.com,,,Hotel Horto Convento Firenze
booking@cosmopolitanhotel.it,,,Cosmopolitan Hotel
info@yourflorencebb.it,,,Your Florence B&B
info@mimasuites.com,,,La Dimora del Mercante
info@edenloftfirenze.com,,,Eden Loft Firenze
info@globusurbanhotel.com,,,Hotel Globus
m.piccione@hotelglobus.it,,,Hotel Globus
plusberlin@humancompany.com,,,PLUS Florence
plusflorence@humancompany.com,,,PLUS Florence
plusprague@humancompany.com,,,PLUS Florence
info@villalefontanelle.com,,,Villa Le Fontanelle
info@villalefontanelle.it,,,Villa Le Fontanelle
info@miohotelfirenze.com,,,Mio Hotel Firenze
ilpitti@gregorihotels.com,,,Il Pitti Soggiorno
info@ggfirenzesuites.com,,,G&G Firenze Suites
info@inpiazzadellasignoria.com,,,Residenza d'Epoca In Piazza della Signoria
info@bbbeatrice.it,,,B&B Beatrice Di Beatrice Burzagli
info@hotelpalazzodalborgo.it,,,Hotel Torre Guelfa
fi.ambasciatori@c-hotels.it,,,Ambasciatori Hotel Florence
bookingambasciatori@c-hotels.it,,,Ambasciatori Hotel Florence
meetings@c-hotels.it,,,Ambasciatori Hotel Florence
info@miltontre.it,,,MILTONTRE Guest House affittacamere
begaccomodations@outlook.it,,,B&B Tornabuoni Boutique
info@bedbreakfastalighieri.it,,,B & B Dante Alighieri
shrey.desai@wyndhamhotels.com,,,Wyndham Garden Florence
ross.buckley@wyndhamhotels.com,,,Wyndham Garden Florence
info@soloexperiencehotel.com,,,Solo Experience Hotel
info@hotelbonifacio.it,,,Hotel Bonifacio
info@duchess.it,,,Duchess Boutique de Charme
privacy@hubspot.com,,,Duchess Boutique de Charme
1suitefirenze@gmail.com,,,1 suite firenze
info@hotelstjamesfirenze.com,,,Hotel St. James
info@themoonhotel.com,,,The Moon Boutique Hotel & Spa
info@relaistwelve.com,,,Relais Twelve Florence
hotel.contact.us@gmail.com,,,Arno Boutique Hotel
info@hotelborgo.com,,,Hotel Borgo
mulino@toflorence.it,,,Hotel Mulino di Firenze
frontdesk.mulino@toflorence.it,,,Hotel Mulino di Firenze
info@popartment.com,,,PopArtment
info@anticadimoradebenci.it,,,Antica dimora de Benci
patrizialenzipat@gmail.com,,,Antica dimora de Benci
info@bbrepubblica.com,,,B&B Repubblica
info@hotelnizza.com,,,Hotel Nizza
info@hotelorologioflorence.com,,,Hotel L'Orologio Florence
bbmonteverdi@gmail.com,,,B&B Monteverdi - L'Arancio
info@portaallacroce.com,,,Porta Alla Croce Guest House
reception@firenzenumbernine.com,,,Firenze Number Nine
direzione@firenzenumbernine.com,,,Firenze Number Nine
bookinghotelbernini@duetorrihotels.com,,,Hotel Bernini Palace
info.hotelbernini@duetorrihotels.com,,,Hotel Bernini Palace
info.hotelberninipalace@duetorrihotels.com,,,Hotel Bernini Palace
info@luxorflorence.com,,,Luxor Hotel Florence
info@hotelarizonafi.com,,,Hotel Arizona
storres@roccofortehotels.com,,,Hotel Savoy
mcera@roccofortehotels.com,,,Hotel Savoy
crenz@roccofortehotels.com,,,Hotel Savoy
info@relaisflorence.it,,,Relais Florence
soggiornovenere@libero.it,,,Soggiorno Venere
info@hotelferruccifirenze.it,,,Hotel Ferrucci
info@cerretanipalace.com,,,Cerretani Palace Luxury B&B
info@florencedream.it,,,Florence Dream
cantodeiservi19@gmail.com,,,Canto Dei Servi Guesthouse
info@amabiliaflorence.com,,,Amabilia Bed&Breakfast
info@fonteboema.com,,,Amabilia Bed&Breakfast
infofirenze2000@gmail.com,,,Youth Firenze 2000
ninfo@hotelunicorno.it,,,Hotel Unicorno
info@hotelmagentafirenze.it,,,Hotel Magenta
privacy@hotelmagentafirenze.it,,,Hotel Magenta
info@hotelbavariafirenze.it,,,Hotel Bavaria Florence
info@fhotels55.com,,,FH55 Grand Hotel Mediterraneo
info@hotelpalatino.com,,,FH55 Grand Hotel Mediterraneo
info@hotel-arno.it,,,Hotel Arno Bellariva
info@hotelcamillaguelfa.com,,,Hotel Guelfa Firenze
livia.misuri@gmail.com,,,Casaldo's rooms
utente@dominio.com,,,Casaldo's rooms
casadigiuseppe@gmail.com,,,Casa di Giuseppe
jodi.eisenbarth@radissonhotels.com,,,"Radisson Blu Hotel, Florence"
remy.merckx@radissonhotels.com,,,"Radisson Blu Hotel, Florence"
info@hotel-berna.it,,,Hotel Berna
info@hotelduomofirenze.it,,,Hotel Duomo Firenze
info@hotelvillailcastagno.com,,,Hotel Villa IL Castagno
info@hoteledenfirenze.it,,,Hotel Eden
info@villalastella.it,,,Villa la Stella - Casa per Ferie
info@ilmercatocentrale.it,,,Il Mercato Centrale B and B
lucanuara@icloud.com,,,Apartamenti Al Giglio Bottonato
info@hoteluniversoflorence.com,,,Hotel Universo
info@hotelperseo.it,,,Hotel Perseo
atish.shah@hyatt.com,,,IL Tornabuoni Hotel - In the Unbound Collection by Hyatt
todd.garvin@hyatt.com,,,IL Tornabuoni Hotel - In the Unbound Collection by Hyatt
salesclerc@hyatt.com,,,IL Tornabuoni Hotel - In the Unbound Collection by Hyatt
firenzerooms2021@gmail.com,,,Firenze Room's Cathedral
press@planetariahotels.com,,,Ville Sull'Arno
palazzobenci@palazzobenci.com,,,Hotel Palazzo Benci
info@virtual-zoom.cz,,,Hotel Palazzo Benci
info@hotelferretti.com,,,Hotel Ferretti
info@themarketurbanhotel.com,,,The Market Urban Hotel
m.piccione@hotelglobus.com,,,The Market Urban Hotel
info@hotelsantacroce.it,,,Hotel Santa Croce
info@villatolomeihotel.it,,,Villa Tolomei Hotel & Resort
reception@villatolomeihotel.it,,,Villa Tolomei Hotel & Resort
eventi@villatolomeihotel.it,,,Villa Tolomei Hotel & Resort
roomsbyanna@gmail.com,,,Rooms by Anna Affittacamere
info@biancafirenze.it,,,Bianca B&B
info@hotel-balestri.it,,,Hotel Balestri
info@fornacesuite.it,,,Fornace Suite
bbzipflorence@gmail.com,,,Zip b & b in Florence
centro@casaurora.it,,,CasAurora
info@martelli6apartments.com,,,Martelli 6 Suite and apartments
info@castellodimontalbano.com,,,Montalbano Castle
info@hotelgioia.it,,,Hotel Gioia
info@bsj15.it,,,BSJ15 - Borgo San jacopo Room
reservation@bsj15.it,,,BSJ15 - Borgo San jacopo Room
info@villavanda.it,,,Villa Vanda
info@hotelrosso23.com,,,Hotel Rosso 23
info@hotellombardiafirenze.com,,,Hotel Lombardia
reservations@hotelriver.com,,,LHP Hotel River & SPA
river.reservations@lhphotels.com,,,LHP Hotel River & SPA
info@bbdeamicis.com,,,B. & B. De Amicis
info@poggioimperiale.fi.it,,,Poggio Imperiale Apartments
info@homelink-tuscany.com,,,Homelink Firenze - The Key
info@hotelandreafirenze.com,,,Hotel Andrea
info@palazzodambra.it,,,Palazzo D'Ambra Residenza d'Epoca
info@zulabnb.it,,,Zula B&B
info@firenzeforesteria.it,,,Foresteria Valdese di Firenze
piccolo.snc@piccolohotelfirenze.com,,,Piccolo Hotel Firenze
privacy@localweb.it,,,Piccolo Hotel Firenze
info@localweb.it,,,Piccolo Hotel Firenze
info@hotelartatelier.com,,,Hotel Art Atelier
direzione@hotelartatelier.com,,,Hotel Art Atelier
staff.lombardi@gmail.com,,,HOTEL LOMBARDI
staff.lombardi@gmail.it,,,HOTEL LOMBARDI
info@hoteldazegliofirenze.it,,,Hotel D'Azeglio
info@hoteljoly.it,,,Hotel Joli
hotel@loggiafiorentina.com,,,Loggia Fiorentina
info@pergola42.com,,,Haggi's Residence
info@easyflorence.it,,,Easy Florence B&B
info@artemideguesthouse.it,,,Artemide Guest House
info@residenzalearti.com,,,RESIDENZA DELLE ARTI
amscity@thesocialhub.co,,,The Social Hub Florence Lavagnini
annemarie.sanderink@thesocialhub.co,,,The Social Hub Florence Lavagnini
prenotazioni@largentiere.it,,,Argentiere b&b Firenze
daliaptflorence@gmail.com,,,Hotel Dali
hoteldaliflorence@gmail.com,,,Hotel Dali
hoteldali@tin.it,,,Hotel Dali
info@3110arthotelfirenze.com,,,3110 Art Hotel Firenze
info@tailorhousefirenze.com,,,Tailor House B&B
info@delloliofirenze.com,,,Tailor House B&B
booking@villaberryroom.com,,,Villa Berry
info@maisonsantacroce.it,,,Maison Santa Croce
marco.milocco@salviatino.com,,,il Salviatino Firenze
nada@salviatino.com,,,il Salviatino Firenze
sara@salviatino.com,,,il Salviatino Firenze
info@villaneroli.com,,,Villa Neroli
alberghino@gmail.com,,,Alberghino B&B Firenze
dimora72firenze@gmail.com,,,Dimora72 Luxury Rooms
info@setteangelirooms.com,,,Sette Angeli Rooms
info@lacortedeiprincipi.com,,,La Corte dei Principi
info@residenzacastiglioni.com,,,Residenza Castiglioni
info@signoria64.com,,,Signoria 64
info@hotelbolognafirenze.it,,,Hotel Bologna
info.museoragazzi@comune.fi.it,,,Hotel Bologna
info@hotelesperanza.it,,,Hotel Esperanza
pec@albergosonia.com,,,Albergo Sonia
amministrazione@albergosonia.com,,,Albergo Sonia
info@sanfirenzesuites.com,,,San Firenze Suites & Spa
davidmichael.fargion@ingpec.eu,,,San Firenze Suites & Spa
info@gardenblue.it,,,Garden Blue
info@firenze400.it,,,B&B Firenze 400
info@bbfirenzemartini.it,,,B&B Martini
margheritamartini55@gmail.com,,,B&B Martini
info@dgnet.it,,,bed and breakfast Orsini
armoniedivillaincontri@gmail.com,,,Villa Incontri
info@hotelastromediceo.it,,,Hotel Astro Mediceo
info@fmmfirenze.it,,,Casa Santo Nome di Gesù
florencecathedral@libero.it,,,b&b Florence Cathedral
florencechatedral@libero.it,,,b&b Florence Cathedral
villalestatue@libero.it,,,Casa vacanze Villa le Statue
info@casabilli.com,,,Casa Billi
info@villaruch.com,,,Villa Aruch
pec@villaruch.com,,,Villa Aruch
info@casaledeicentoacri.it,,,Casale dei Cento Acri
info@hoteldelcorsofirenze.it,,,Hotel del Corso Firenze
info@hotelreginafirenze.it,,,Hotel Regina
info@residenza24.it,,,Residenza24
privacy@csmsoft.it,,,Residenza24
info@frantoiodellegrazie.it,,,The Frantoio delle Grazie
reception.hiflorence@italiana-hotels.com,,,Italiana Hotels Florence
info@italiana-hotels.com,,,Italiana Hotels Florence
book@hotelannabella.com,,,Hotel Annabella Roof Terrace
info@hotelleopolda.com,,,Hotel Leopolda
info@parkpalace.com,,,Park Palace Hotel
info@centrohotelflorence.com,,,Hotel Centro
revoca@centrohotelflorence.com,,,Hotel Centro
riccardo@casadeitintori.it,,,B&B La Casa dei Tintori
reception@annalenahotel.com,,,Casa di Annalena
info@residenzacecchi.it,,,Residenza Cecchi
info@corsinitintori.com,,,Corsini Tintori Guest House
info@lamaisondusage.com,,,La Maison du Sage
info@lacasadimorfeo.it,,,Hotel La Casa di Morfeo
reservation@lacasadimorfeo.it,,,Hotel La Casa di Morfeo
public.relations@lacasadimorfeo.it,,,Hotel La Casa di Morfeo
hotelmasaccio@yahoo.it,,,Hotel Masaccio
info@dimoredeicherubini.it,,,La Dimora degli Angeli
tim.powers@fourseasons.com,,,Four Seasons Hotel Firenze
kymn.mane@fourseasons.com,,,Four Seasons Hotel Firenze
bob.hall@fourseasons.com,,,Four Seasons Hotel Firenze
info@hotelcollodi.com,,,Hotel Collodi
hoteldalmazia@gmail.com,,,Hotel Dalmazia
info@chezmoifirenze.it,,,Chez Moi B&B
r.anderson@room-matehotels.com,,,Room Mate Isabella Hotel
j.spies@room-matehotels.com,,,Room Mate Isabella Hotel
b.baer@room-matehotels.com,,,Room Mate Isabella Hotel
fermin.4142016@gmail.com,,,Hotel Paola
kostika.02@mail.ru,,,Hotel Paola
reservascondina18@gmail.com,,,Hotel Paola
info@casadibarbano.it,,,Casa di Barbano
info@villanardi.it,,,Villa Nardi - Residenza D'Epoca
info@jointminds.it,,,Villa Nardi - Residenza D'Epoca
info@miapalace.com,,,B & B Mia Palace
info@leopoldohouse.it,,,B & B Leopoldo Firenze
info@hotelgenzianellaflorence.com,,,Hotel Genzianella
info@residenzailpoggetto.it,,,Residenza il Poggetto
info@hotelritamajor.com,,,Hotel Rita Major
info@palazzograziani.com,,,B&B Palazzo Graziani
firenzeinfo@palazzograziani.com,,,B&B Palazzo Graziani
info@pontevecchiosuites.com,,,Hotel Ponte Vecchio Suites & Spa
info@palazzolorenzo.it,,,Palazzo Lorenzo Hotel Boutique & Spa
civico50@micelihotels.com,,,Hotel Miceli - Civico 50
j.deckert@lungarnocollection.com,,,Portrait Firenze
r.carrieri@lungarnocollection.com,,,Portrait Firenze
c.fogliatto@lungarnocollection.com,,,Portrait Firenze
info@residenceleopoldo.it,,,Leopoldo Residence
info@cortedeisogni.com,,,Hotel Giotto
casaleopardi@yahoo.com,,,Casa Leopardi Bed & Breakfast
info@residencehilda.com,,,Residence Hilda
erba@bypillow.com,,,Hotel Goldoni
wander@bypillow.com,,,Hotel Goldoni
seaborn@bypillow.com,,,Hotel Goldoni
info@hotelester.it,,,Hotel Ester Firenze
info@marboflorence.com,,,B&B Marbo Florence
info@tornabuoni1.com,,,Antica Torre di Via Tornabuoni 1
restaurant@theplacefirenze.com,,,The Place Firenze
info@theplacefirenze.com,,,The Place Firenze
info@belfiore40.it,,,Affittacamere Belfiore
info@hotelvillani.com,,,Hotel Villani
info@belduomofirenze.com,,,Domus Duomo b&b
info@lasostadesavi.it,,,La Sosta de' Savi - B&B
info@residenzabellieri.it,,,Residenza Bellieri
info@maisonpittiflorence.com,,,Maison Pitti Florence
info@lestanzedisantacroce.com,,,Le Stanze di Santa Croce
info@bbdueabeti.it,,,Due Abeti Bed and Breakfast
info@villacarobbiapartments.it,,,Villa Carobbi Apartments — by NilHotel
info@il-torrino.it,,,Bed and breakfast Il Torrino a Firenze
alan.clarke@homestay.com,,,Homestay Ponte Vecchio
caoimhe.duffy@homestay.com,,,Homestay Ponte Vecchio
paolo.dona@homestay.com,,,Homestay Ponte Vecchio
info@anticaportafirenze.com,,,L'Antica Porta Boutique B&B
azalema@live.it,,,B&B GauTama
info@bebdeipapi.it,,,Beb dei papi firenze
welcome@hotelnellafirenze.it,,,Hotel Nella
concierge@regency-hotel.com,,,Hotel Regency
reservations@regency-hotel.com,,,Hotel Regency
direzione@nilhotel.it,,,NilHotel | Centro Congressi
carminelandi1@gmail.com,,,B&B Lorenzo de' Medici
info@hotelburchianti.it,,,Albergo Burchianti
certificata.hotelburchianti@cert.ticertifica.it,,,Albergo Burchianti
info@casahoward.it,,,Casa Howard Firenze - Residenza d'Epoca
casa-howard-srl@registerpec.it,,,Casa Howard Firenze - Residenza d'Epoca
bbsmnfirenze@gmail.com,,,B & B Santa Maria Novella
groups@hotelmirage.it,,,Hotel Mirage Florence
infocustomer@hotelbellavistaflorence.com,,,Hotel Bellavista
florencedavidsapartment@gmail.com,,,Florence David's Guesthouse
info@kattihouse2.com,,,Katti House 2
reservation@scala-garden.com,,,SCALA GARDEN B&B
chanel.shen101@gmail.com,,,SCALA GARDEN B&B
info@hotelbellafirenze.com,,,Hotel Bella Firenze
privacy@difirenze.eu,,,B&B Il Salotto di Firenze
book@hotelbijouflorence.com,,,Boutique Hotel Bijou
info@palazzoguicciardini.com,,,Palazzo Roselli Cecconi
info@palazzorosellicecconi.com,,,Palazzo Roselli Cecconi
info@xeniahc.com,,,Palazzo Roselli Cecconi
info@theframehotel.com,,,Hotel The Frame
info@albergobencidormi.it,,,Albergo Bencidormi
info@aperosarelais.com,,,Ape Rosa Relais
trestanze@yahoo.it,,,The three rooms
info@tregigli.it,,,Tre Gigli Bed & Breakfast Firenze
privacy@numastays.com,,,numa | Vita Apartments
media@numastays.com,,,numa | Vita Apartments
orchideafirenze@gmail.com,,,Locanda Orchidea
franco.venni@gmail.com,,,B&B Bruna
info@hotel-margaret.it,,,Hotel Margaret
graziano3@hotmail.com,,,Hotel Margaret
info@mycoderooms.com,,,Coderooms Firenze
soggiornoblivium@gmail.com,,,Affittacamere Shabby
info@ilterrazzinosuboboli.it,,,Il Terrazzino su Boboli
alpafirenze@gmail.com,,,Guest House L'Aranceto
info@relaiscloris.com,,,Relais La Corte di Cloris
booking@hotelfortezza.com,,,Hotel la Fortezza
info@hotelfortezza.com,,,Hotel la Fortezza
info@velonasjungle.com,,,Velona's Jungle Luxury Suites
info@villalariflorence.com,,,Torre dei Lari Residenza d'epoca
info@dellenazioni.it,,,Hotel Delle Nazioni
jdoe@dellenazioni.it,,,Hotel Delle Nazioni
residenzacontedicavour.itresidenzacontedicavour.itinfo@residenzacontedicavour.it,,,Residenza Conte di Cavour & Rooftop
info@iparigi.com,,,I Parigi Corbinelli b&b
bblamarmora39@gmail.com,,,B&B La Marmora 39
info@mosifirenze.com,,,MòSì B&B
bookingdiplomat@c-hotels.it,,,c-hotels Diplomat Firenze
info@latorredelcestello.it,,,La Torre del Cestello
info@numero8firenze.it,,,La Torre del Cestello
anna.zevolini65@gmail.com,,,La Vigna Dolce di Anna
firenzevolini@gmail.com,,,La Vigna Dolce di Anna
info@liliumhotelfirenze.com,,,LILIUM HOTEL - Firenze Centro Storico
info@poggiobellofirenze.com,,,Poggio Bello
info@amaliapartments.it,,,Amalia Suites - Via San Zanobi
info@santambrogiofirenze.com,,,Guest House Santambrogio
staff@aruba.it,,,Guest House Santambrogio
info@dimorabandinelli.com,,,Dimora Bandinelli B&B Firenze
info@ecourbanbb.com,,,Eco Urban B&B
bookingclub@c-hotels.it,,,Hotel Club Florence
hotelanapoli@gmail.com,,,Messori Suites
apaella@gmail.com,,,Messori Suites
hotelselffirenze@gmail.com,,,Messori Suites
info@myguestinflorence.it,,,My Guest in Florence
reservations@parishotel.it,,,Hotel Paris
reservation@parishotel.it,,,Hotel Paris
info@ilgrillodifirenze.it,,,Bed & Breakfast Il Grillo Di Firenze
info@antichearmonie.com,,,Antiche Armonie bed and breakfast Firenze
info@ilgigliorosso.com,,,The Red Lily
info@bellevuehouse.it,,,Bellevue House Affittacamere Professionale
peterson@bedinflorence.it,,,B&B Cassia
info@anticapostafirenze.it,,,Antica Posta - B&B Vicino Stazione di Firenze
info@anticaposta.net,,,Antica Posta - B&B Vicino Stazione di Firenze
graziabellesi@me.com,,,Dimora La Petraia
info@hotelgenesi.it,,,HOTEL GENESI - 2 stelle
info@cosmoshotel.it,,,Hotel Cosmos
welcome@casadelgarbo.it,,,Casa del Garbo - Luxury Rooms & Suite
katie_seay@hilton.com,,,Hilton Garden Inn Florence Novoli
mike.grisetti@hilton.com,,,Hilton Garden Inn Florence Novoli
joe_hirsch@hilton.com,,,Hilton Garden Inn Florence Novoli
info@dolcelunafirenze.com,,,B&B Dolce Luna
locandamosconi@gmail.com,,,Locanda di' Mosconi
info@latorredeisalterelli.it,,,La Torre dei Salterelli
info@artistspalaceflorence.com,,,The Artists' Palace Florence
info@ilmarzocco.com,,,B&B Il Marzocco
info@pensionecanada.com,,,Albergo Canada
info@alfieri9.it,,,Alfieri9
info@eurostarshotels.com,,,Eurostars Florence Boutique
e-marketing@hotusa.com,,,Eurostars Florence Boutique
startraveler@eurostarshotels.com,,,Eurostars Florence Boutique
info@hotellascala.it,,,Hotel la Scala
info@aurumhotels.it,,,Aurum Uffizi
paraelios@aurumhotels.it,,,Aurum Uffizi
duchi@aurumhotels.it,,,Aurum Uffizi
info@florencebandb.com,,,Gianna's B & B
info@residenzaquartieristorici.it,,,Residenza Quartieri Storici Suites Firenze
l.cimino@hotelbrunelleschi.it,,,Hotel Brunelleschi
info.portinari@ldchotels.com,,,Palazzo Portinari Salviati
info.aroma@ldchotels.com,,,Palazzo Portinari Salviati
info.rsu@ldchotels.com,,,Palazzo Portinari Salviati
info@locandadeciompi.it,,,Locanda de 'Ciompi
eventi@hotelcavour.com,,,Grand Hotel Cavour Florence
manager@hotelmachiavelli.it,,,Hotel Machiavelli Palace
welcome@palazzocastri.com,,,Palazzo Castri 1874
aflorenceviewbb@gmail.com,,,A Florence View
info@relaislavagniniflorence.com,,,Relais Lavagnini Florence
info@dimoraaltea.com,,,Alla Dimora Altea
info@ilvillino.it,,,Residenza Il Villino
reservations@ilvillino.it,,,Residenza Il Villino
info@cimatori.it,,,Cimatori B & B
info@florencecomfort.com,,,Florence Comfort B & B
info@soprarnosuites.com,,,SoprArno Suites
info@hotelcamillafirenze.com,,,Hotel Camilla
info@palazzogalletti.it,,,Palazzo Galletti - Florence b & b
info@astridhotelfirenze.com,,,ASTRID HOTEL - Firenze Centro Storico
info@bbfirenzedebiffi.com,,,B & B de 'Biffi
info@duomoviewbb.it,,,Duomo View
vistaduomobb@gmail.com,,,Duomo View
info@residenzavespucci.it,,,Residenza Vespucci
info@casa-alda.it,,,Casa Alda Bed & Breakfast
info@leresidenzeafirenze.it,,,Residenza Benizzi
holidayrooms@libero.it,,,Holiday Rooms florence
info@marignolle.com,,,Marignolle relais & charme
info@la-locandiera.com,,,B&B La Locandiera
